Последние 10 алертов
2025-04-01T00:00:00+03:00 - 2025-04-24T16:01:16+03:00
[ТМ] ЛМЗ Либнехта

status,priority,userName,id,name,correlationRuleName,firstSeen,severity,tenantName,tenantID
New,1,,1d318aff-22a1-4dd3-ba6e-44db8e6abd7a,R055_Изменение группы в ОС Windows подозрительным пользователем,R055_Изменение группы в ОС Windows подозрительным пользователем,2025-04-24T12:55:43+03:00,Low,[ТМ] ЛМЗ Либнехта,3efe5164-daa7-4755-9de9-df93fcb4fca7
New,1,,ca57af5c-984d-4b38-a63b-a780fb75662d,R051_Учетная запись была добавлена в группу подозрительным пользователем,R051_Учетная запись была добавлена в группу подозрительным пользователем,2025-04-24T09:44:13+03:00,Low,[ТМ] ЛМЗ Либнехта,3efe5164-daa7-4755-9de9-df93fcb4fca7
New,1,,c75bbeff-8365-4fa6-972f-e52ff006288c,R035_Возможный подбор пароля методом перебора учетных записей,R035_Возможный подбор пароля методом перебора учетных записей,2025-04-23T14:52:36+03:00,Low,[ТМ] ЛМЗ Либнехта,3efe5164-daa7-4755-9de9-df93fcb4fca7
New,1,,4d45958e-24a6-4dca-afb6-3a35f7e7262c,R229_Сбор информации о службах,R229_Сбор информации о службах,2025-04-22T16:31:13+03:00,Low,[ТМ] ЛМЗ Либнехта,3efe5164-daa7-4755-9de9-df93fcb4fca7

Распределение алертов по правилам корреляции
2025-04-01T00:00:00+03:00 - 2025-04-24T16:01:16+03:00
[ТМ] ЛМЗ Либнехта

value,metric
R055_Изменение группы в ОС Windows подозрительным пользователем,12
R051_Учетная запись была добавлена в группу подозрительным пользователем,6
R052_Учетная запись была удалена из группы подозрительным пользователем,3
R058_Локальная учетная запись была создана подозрительным пользователем,3
R050_Очистка журнала событий Windows,3
R401_Попытка обращения на запрещенный ресурс не из браузера,2
R035_Возможный подбор пароля методом перебора учетных записей,2
R060_Большое количество манипуляций с группами за короткий промежуток времени,2
R229_Сбор информации о службах,1
R079_Несколько хостов заражены одним типом вируса,1
Отключение правила на 1 час,1
R063_Добавление учетной записи в группу доменных или локальных администраторов,1
R077_Обнаружено вредоносное ПО,1
R061_Действия над учетной записью,1

Общее количество алертов и их статусы
2025-04-01T00:00:00+03:00 - 2025-04-24T16:01:16+03:00
[ТМ] ЛМЗ Либнехта

metric,value
35,Closed
4,New

Затронутые активы
2025-04-01T00:00:00+03:00 - 2025-04-24T16:01:16+03:00
[ТМ] ЛМЗ Либнехта

No Data

Активы в инцидентах
2025-04-01T00:00:00+03:00 - 2025-04-24T16:01:16+03:00
[ТМ] ЛМЗ Либнехта

name,weight,count,id,tenantID,tenantName
pk0000014,1,1,16e0d98c-70d0-4418-b501-d9f30f5f7c90,3efe5164-daa7-4755-9de9-df93fcb4fca7,[ТМ] ЛМЗ Либнехта
PK0000248,1,1,e47b302d-0d2f-4916-b5fd-2503b808c297,3efe5164-daa7-4755-9de9-df93fcb4fca7,[ТМ] ЛМЗ Либнехта
pk0000112,1,1,2895c59e-7983-4af2-ac3a-dd63b1cc91d8,3efe5164-daa7-4755-9de9-df93fcb4fca7,[ТМ] ЛМЗ Либнехта
PK0000398,1,1,4b7ec295-93f0-4fff-a4e7-677ee7a77826,3efe5164-daa7-4755-9de9-df93fcb4fca7,[ТМ] ЛМЗ Либнехта
PK0000397,1,1,b321b0d2-4d81-4f5d-9cf4-7d6a8e8a47a6,3efe5164-daa7-4755-9de9-df93fcb4fca7,[ТМ] ЛМЗ Либнехта
pk0000282,1,1,eb69993c-8a6d-4ec4-ae5a-0818c58ead00,3efe5164-daa7-4755-9de9-df93fcb4fca7,[ТМ] ЛМЗ Либнехта
PK0000131,1,1,f8243685-f833-44cc-a432-fab2d1185e82,3efe5164-daa7-4755-9de9-df93fcb4fca7,[ТМ] ЛМЗ Либнехта
pk0000027,1,1,0017d58e-805e-4835-aa29-d000508e4100,3efe5164-daa7-4755-9de9-df93fcb4fca7,[ТМ] ЛМЗ Либнехта
PK0000363,1,1,8b86030c-b847-4aef-941e-bac07fc863e5,3efe5164-daa7-4755-9de9-df93fcb4fca7,[ТМ] ЛМЗ Либнехта
PK0000396,1,1,7fe09abb-0035-4220-9efb-a2c1dff26ad1,3efe5164-daa7-4755-9de9-df93fcb4fca7,[ТМ] ЛМЗ Либнехта
PK0000140,1,1,dc00d3a9-2144-426d-975f-bbf445c01869,3efe5164-daa7-4755-9de9-df93fcb4fca7,[ТМ] ЛМЗ Либнехта
PK0000220,1,1,55ef28d4-ce0c-4b4a-8d57-d4eb61705516,3efe5164-daa7-4755-9de9-df93fcb4fca7,[ТМ] ЛМЗ Либнехта
PK0000146,1,1,78efcd3d-d695-4f22-b925-961709b10552,3efe5164-daa7-4755-9de9-df93fcb4fca7,[ТМ] ЛМЗ Либнехта
pk0000178,1,1,e2f1fb8c-62a4-4565-8571-de75793021b0,3efe5164-daa7-4755-9de9-df93fcb4fca7,[ТМ] ЛМЗ Либнехта
