"R001_01,""TA0005, TA0004, TA0001, TA0003"""
"R001_02,""TA0005, TA0004, TA0001, TA0003"""
"R002_01,""TA0005, TA0004, TA0001, TA0003"""
"R002_02,""TA0005, TA0004, TA0001, TA0003"""
"R003_01,""TA0005, TA0004, TA0001, TA0003"""
"R003_02,""TA0005, TA0004, TA0001, TA0003"""
"R004,""TA0005, TA0004, TA0001, TA0003"""
"R005_01,""TA0005, TA0004, TA0001, TA0003"""
"R005_02,""TA0005, TA0004, TA0001, TA0003"""
"R030_01,""TA0005, TA0004, TA0001, TA0003"""
"R030_02,""TA0005, TA0004, TA0001, TA0003"""
"R031_01,""TA0005, TA0004, TA0001, TA0003"""
"R031_02,""TA0005, TA0004, TA0001, TA0003"""
"R032_01,""TA0005, TA0004, TA0001, TA0003"""
"R032_02,""TA0005, TA0004, TA0001, TA0003"""
R034_01,TA0006
R035_01,TA0006
R035_02,TA0006
R035_03,TA0006
R036_01,TA0006
"R093_27,""TA0004, TA0003"""
R093_28,TA0003
"R093_29,""TA0005, TA0004, TA0003"""
R093_30,TA0005
R093_31,TA0005
"R093_32,""TA0009, TA0006"""
R093_33,TA0005
R093_34,TA0005
"R097_01,""TA0005, TA0004, TA0003"""
"R097_02,""TA0005, TA0004, TA0003"""
"R097_04,""TA0005, TA0004, TA0003"""
R098_01,TA0005
"R098_02,""TA0002, TA0005"""
"R099_01,""TA0002, TA0004, TA0003"""
"R099_02,""TA0002, TA0005, TA0004, TA0003"""
"R099_03,""TA0011, TA0002, TA0004, TA0003"""
"R099_04,""TA0002, TA0004, TA0003"""
"R099_05,""TA0002, TA0005, TA0004, TA0003"""
"R099_06,""TA0002, TA0004, TA0003"""
"R099_07,""TA0002, TA0004, TA0003"""
"R099_08,""TA0002, TA0004, TA0003"""
"R100_01,""TA0002, TA0006"""
"R100_02,""TA0002, TA0006"""
"R100_03,""TA0008, TA0002, TA0005, TA0006, TA0004"""
"R101_01,""TA0007, TA0002"""
"R101_02,""TA0007, TA0002"""
"R101_03,""TA0007, TA0002"""
R102_01,TA0002
R102_02,TA0002
"R103_01,""TA0002, TA0005"""
"R103_02,""TA0002, TA0005"""
"R104_01,""TA0002, TA0005"""
"R104_02,""TA0002, TA0005"""
"R105_01,""TA0002, TA0005"""
"R105_02,""TA0002, TA0005"""
"R105_03,""TA0002, TA0005"""
"R105_04,""TA0002, TA0005"""
"R105_05,""TA0002, TA0005"""
"R105_06,""TA0002, TA0005"""
"R106_01,""TA0002, TA0005"""
"R106_02,""TA0002, TA0005"""
"R107_01,""TA0002, TA0009"""
"R107_02,""TA0002, TA0009"""
R107_03,TA0009
"R108_01,""TA0002, TA0005"""
"R108_02,""TA0002, TA0005"""
R109_01,TA0002
R109_02,TA0002
R110_01,TA0002
"R110_02,""TA0002, TA0005, TA0011"""
R110_03,TA0002
"R110_04,""TA0002, TA0005"""
R110_05,TA0002
"R110_06,""TA0002, TA0005, TA0011"""
R110_07,TA0002
R110_08,TA0008
"R111,""TA0002, TA0005"""
R112,TA0002
"R113,""TA0002, TA0001"""
"R114,""TA0008, TA0002"""
"R115,""TA0002, TA0001"""
"R116,""TA0002, TA0001, TA0043"""
"R117,""TA0002, TA0001, TA0043"""
R150_01,TA0005
R150_02,TA0005
R151,TA0005
R152_01,TA0002
R152_02,TA0002
R152_03,TA0005
R152_04,TA0005
R152_05,TA0005
R152_06,TA0005
R152_07,TA0005
R152_08,TA0005
"R152_09,""TA0002, TA0004"""
"R152_10,""TA0002, TA0001"""
R152_11,TA0001
"R153,""TA0004, TA0003"""
"R154,""TA0006, TA0005, TA0003"""
"R155,""TA0005, TA0004, TA0003"""
R180,TA0001
R201,TA0011
R202,TA0011
R203,TA0011
R204,TA0011
R205,TA0011
"R206,""TA0009, TA0006"""
R207_01,TA0043
R207_02,TA0043
R208_01,TA0007
R208_02,TA0007
"R208_03,""TA0005, TA0011, TA0003"""
R209_01,TA0007
R209_02,TA0007
R209_03,TA0007
"R209_04,""TA0002, TA0011"""
R210,TA0007
"R211_01,""TA0009, TA0040, TA0006"""
"R211_02,""TA0009, TA0040, TA0006"""
"R211_03,""TA0009, TA0040, TA0006"""
"R211_04,""TA0009, TA0006"""
"R211_05,""TA0009, TA0006"""
"R211_06,""TA0009, TA0006"""
R218,TA0002
R219,TA0011
"R220_01,""TA0007, TA0002"""
"R220_02,""TA0007, TA0002"""
"R220_03,""TA0007, TA0002"""
"R220_04,""TA0007, TA0002"""
"R220_05,""TA0007, TA0002"""
R220_06,TA0006
R221_01,TA0007
"R221_02,""TA0007, TA0002"""
"R221_03,""TA0007, TA0002"""
"R221_04,""TA0007, TA0042"""
"R222_01,""TA0007, TA0002"""
"R222_02,""TA0007, TA0002"""
"R222_03,""TA0008, TA0002"""
"R222_04,""TA0007, TA0002"""
"R223_01,""TA0007, TA0002"""
R223_02,TA0007
"R223_03,""TA0007, TA0002"""
"R224_01,""TA0007, TA0002"""
"R224_02,""TA0007, TA0002"""
"R224_03,""TA0007, TA0002"""
"R224_04,""TA0007, TA0002"""
"R224_05,""TA0007, TA0002"""
"R224_06,""TA0007, TA0002"""
"R224_07,""TA0007, TA0002"""
"R224_08,""TA0007, TA0002"""
R224_09,TA0007
R224_10,TA0006
"R224_11,""TA0007, TA0002, TA0009"""
"R224_12,""TA0007, TA0009, TA0006"""
R224_13,TA0006
R224_14,TA0007
R224_15,TA0007
R224_16,TA0007
"R225_01,""TA0009, TA0006"""
"R225_02,""TA0009, TA0006"""
R225_03,TA0009
"R226_01,""TA0007, TA0002"""
"R226_02,""TA0007, TA0002"""
"R226_03,""TA0007, TA0002"""
"R227_01,""TA0007, TA0005"""
"R227_02,""TA0007, TA0002, TA0005"""
"R228_01,""TA0007, TA0002"""
"R228_02,""TA0007, TA0002"""
R228_03,TA0007
R229_01,TA0007
"R229_02,""TA0007, TA0002"""
"R230_01,""TA0007, TA0006"""
"R230_02,""TA0007, TA0002, TA0006"""
R231_01,TA0006
"R231_02,""TA0002, TA0006"""
"R231_03,""TA0002, TA0006"""
"R231_04,""TA0002, TA0006"""
R231_05,TA0006
R231_06,TA0006
"R232,""TA0002, TA0006"""
"R233_01,""TA0002, TA0006"""
R233_02,TA0006
"R233_03,""TA0007, TA0006"""
"R233_04,""TA0005, TA0006"""
"R240_01,""TA0002, TA0005"""
"R240_02,""TA0002, TA0005"""
R240_03,TA0005
R240_04,TA0005
R240_05,TA0005
R241,TA0005
"R242,""TA0005, TA0004"""
"R250,""TA0002, TA0005, TA0004"""
"R262,""TA0006, TA0002, TA0005, TA0003"""
"R270,""TA0002, TA0005"""
"R271,""TA0005, TA0004, TA0003"""
"R280_01,""TA0002, TA0005, TA0004, TA0003"""
"R280_02,""TA0002, TA0005, TA0004, TA0003"""
"R280_03,""TA0002, TA0004, TA0003"""
"R280_04,""TA0002, TA0004, TA0003"""
"R280_05,""TA0002, TA0004, TA0003"""
"R281_01,""TA0002, TA0004, TA0003"""
"R281_02,""TA0004, TA0003"""
"R281_03,""TA0002, TA0005, TA0004, TA0003"""
"R282_01,""TA0002, TA0040"""
"R282_02,""TA0002, TA0040"""
R283_01,TA0005
R283_02,TA0003
"R284,""TA0002, TA0005"""
R285_01,TA0008
R285_02,TA0002
"R286_01,""TA0002, TA0011"""
R287_01,TA0002
"R287_02,""TA0002, TA0005"""
R288_01,TA0002
"R288_02,""TA0002, TA0005"""
"R289_01,""TA0002, TA0005"""
"R289_02,""TA0007, TA0002, TA0005"""
R289_03,TA0005
R290_01,TA0002
R290_02,TA0005
R290_03,TA0002
R290_04,TA0005
R290_05,TA0005
R290_06,TA0005
R290_07,TA0002
"R291_01,""TA0002, TA0005, TA0011"""
"R291_02,""TA0002, TA0005, TA0011"""
"R291_03,""TA0002, TA0005, TA0011"""
"R291_04,""TA0002, TA0005, TA0011"""
"R291_05,""TA0002, TA0005, TA0011"""
"R292_01,""TA0002, TA0005, TA0003"""
"R292_02,""TA0002, TA0005, TA0011, TA0003"""
"R293_01,""TA0005, TA0004, TA0003"""
"R293_02,""TA0005, TA0004, TA0003"""
R293_03,TA0008
"R294_01,""TA0002, TA0005"""
"R294_02,""TA0002, TA0005"""
"R294_03,""TA0002, TA0005"""
"R294_04,""TA0002, TA0005"""
"R294_05,""TA0002, TA0005"""
"R294_06,""TA0002, TA0005"""
"R295_01,""TA0002, TA0005, TA0004, TA0003"""
"R295_02,""TA0002, TA0005, TA0004, TA0003"""
"R296_01,""TA0002, TA0005"""
"R296_02,""TA0002, TA0005"""
"R296_03,""TA0002, TA0005"""
"R296_04,""TA0002, TA0005, TA0004, TA0003"""
"R296_05,""TA0002, TA0005"""
R296_06,TA0005
"R296_07,""TA0002, TA0005"""
"R296_08,""TA0002, TA0005"""
"R296_09,""TA0002, TA0005"""
R296_10,TA0005
"R296_11,""TA0002, TA0005"""
"R296_12,""TA0002, TA0005"""
"R296_13,""TA0002, TA0005"""
"R296_14,""TA0004, TA0003"""
"R296_15,""TA0008, TA0002, TA0005"""
"R296_16,""TA0002, TA0003"""
"R296_17,""TA0006, TA0009, TA0005, TA0004"""
"R296_18,""TA0005, TA0006"""
R297,TA0002
R298,TA0002
"R299,""TA0002, TA0005, TA0004"""
R300_01,TA0005
"R300_02,""TA0002, TA0001, TA0003"""
"R300_03,""TA0002, TA0004, TA0003"""
"R300_04,""TA0002, TA0001, TA0003"""
R301_01,TA0005
"R301_02,""TA0005, TA0003"""
"R302_01,""TA0002, TA0005"""
R302_02,TA0005
R302_03,TA0005
"R320,""TA0002, TA0040"""
"R321,""TA0002, TA0040"""
"R330,""TA0008, TA0003, TA0002, TA0005, TA0001"""
"R331_01,""TA0008, TA0005, TA0001, TA0003"""
R331_02,TA0003
R331_03,TA0003
"R332,""TA0008, TA0005"""
"R333,""TA0004, TA0003"""
"R334,""TA0004, TA0003"""
"R335_01,""TA0004, TA0003"""
"R350_01,""TA0002, TA0001, TA0003"""
R350_02,TA0003
R350_03,TA0003
R350_04,TA0008
R350_05,TA0003
"R350_06,""TA0005, TA0003"""
"R351_01,""TA0002, TA0001"""
R351_02,TA0005
R400,TA0002
R401,TA0011
"R402,""TA0001, TA0043"""
"R403,""TA0005, TA0011, TA0001, TA0043"""
R404,TA0002
"R405_01,""TA0009, TA0040, TA0006"""
"R405_02,""TA0004, TA0003"""
"R405_03,""TA0004, TA0003"""
"R405_04,""TA0004, TA0003"""
"R405_05,""TA0006, TA0005, TA0003"""
"R405_06,""TA0002, TA0004, TA0003"""
R405_07,TA0003
"R405_08,""TA0005, TA0004, TA0003"""
"R406_01,""TA0009, TA0002, TA0006"""
"R407_01,""TA0009, TA0002, TA0006"""
"R407_02,""TA0009, TA0006"""
R408_01,TA0042
R408_02,TA0042
R409_01,TA0003
R409_02,TA0003
"R409_03,""TA0002, TA0004, TA0003"""
"R409_04,""TA0002, TA0004, TA0003"""
"R410_01,""TA0004, TA0003"""
"R410_02,""TA0004, TA0003"""
"R410_03,""TA0004, TA0003"""
"R411_01,""TA0004, TA0003"""
R412_01,TA0008
R412_02,TA0008
"R413_01,""TA0004, TA0003"""
"R414_01,""TA0005, TA0004, TA0003"""
R415_01,TA0003
R415_02,TA0003
R416_01,TA0001
R417_01,TA0001
R417_02,TA0011
R417_03,TA0042
R418_01,TA0009
R418_02,TA0009
"R419_01,""TA0005, TA0042"""
R419_02,TA0042
R419_03,TA0005
R419_04,TA0006
"R420_01,""TA0009, TA0040, TA0006"""
"R420_02,""TA0009, TA0006"""
R421_01,TA0006
R422_01,TA0005
R423_01,TA0005
R423_02,TA0005
"R424_01,""TA0006, TA0005, TA0004"""
R425_01,TA0001
R426_01,TA0001
R426_02,TA0001
R427_01,TA0011
R428_01,TA0011
R428_02,TA0011
R428_03,TA0011
R429_01,TA0009
R430_01,TA0010
